clipped_smiles	ID
CCOc1cc(C([15CH3])=O)on1	EN300-132705
[15CH3]C(=O)c1ncc(Br)cc1Cl	EN300-132721
[15CH3]C(=O)c1cc(Br)cc2[nH]ccc12	EN300-132747
[15CH3]C(=O)c1ncc(Cl)nc1Cl	EN300-132795
[15CH3]C(=O)CCCc1ccccc1Cl	EN300-132836
CN1CCC(CC([15CH3])=O)CC1	EN300-132853
[15CH3]C(=O)Cn1ccc(=O)[nH]c1=O	EN300-13287
[15CH3]C(=O)C(N)C(O)c1ccccc1	EN300-132898
CN1C(=O)CCC1C([15CH3])=O	EN300-132963
CSCc1cccc(C([15CH3])=O)c1	EN300-13298
[15CH3]C(=O)C(N)Cn1cc(Cl)cn1	EN300-132992
[15CH3]C(=O)C(N)Cn1cc(Br)cn1	EN300-132993
CC(CN)(CC([15CH3])=O)C(=O)O	EN300-132995
CC(CN)(CC(=O)O)C([15CH3])=O	EN300-132995
COCc1cccc(C([15CH3])=O)c1	EN300-13304
CCc1nc(C([15CH3])=O)co1	EN300-133052
[15CH3]C(=O)c1ccc2[nH]nnc2n1	EN300-133058
CC(C)Oc1cnc(C([15CH3])=O)cn1	EN300-133123
CN1CC(C([15CH3])=O)Cc2ccccc21	EN300-133124
CN(C)S(=O)(=O)CC([15CH3])=O	EN300-133128
CN(C)C(=O)C1CCC(C([15CH3])=O)CC1	EN300-133163
CC1OCCC1(C)C([15CH3])=O	EN300-133198
[15CH3]C(=O)c1cc2[nH]nnc2cc1F	EN300-133223
[15CH3]C(=O)c1ccc2ccc(O)cc2c1	EN300-133269
Cn1cc(C([15CH3])=O)c2ccccc21	EN300-13334
[15CH3]C(=O)Cc1ccc(OC(F)F)cc1	EN300-13339
Cn1nnc2ccc(C([15CH3])=O)cc21	EN300-133390
[15CH3]C(=O)c1cc2c(cn1)OCO2	EN300-133433
[15CH3]C(=O)Cc1ccc2c(c1)NC(=O)C2	EN300-133489
CCC(C)(C)NC(C)C([15CH3])=O	EN300-133507
[15CH3]C(=O)C1CCC(C(F)F)CC1	EN300-133527
[15CH3]C(=O)c1cccnc1C#N	EN300-133596
Cc1cc(C([15CH3])=O)cc(C)c1Br	EN300-133602
Cc1cc2ccccc2cc1C([15CH3])=O	EN300-133615
Cc1cc(C)c(C([15CH3])=O)cc1C	EN300-133620
[15CH3]C(=O)CNC(=O)c1cc(Cl)ccn1	EN300-13363
CCS(=O)(=O)c1ccccc1C([15CH3])=O	EN300-13365
[15CH3]C(=O)c1ccc(OC(F)F)cn1	EN300-133664
Cc1csc(C(F)C([15CH3])=O)n1	EN300-133721
CN(C)c1ccncc1C([15CH3])=O	EN300-133767
CCc1cnc(C([15CH3])=O)s1	EN300-133849
[15CH3]C(=O)c1sc2sccc2c1Cl	EN300-13389
Cc1c(C([15CH3])=O)sc2cccc(F)c12	EN300-13391
[15CH3]C(=O)c1csc(=O)[nH]1	EN300-133915
[15CH3]C(=O)c1cccc(O)c1Br	EN300-133972
[15CH3]C(=O)C12CCN(CC1)C2	EN300-134018
Cn1cc(C(C)(C)C([15CH3])=O)cn1	EN300-134050
[15CH3]C(=O)c1ccccc1-n1ccnn1	EN300-134056
Cc1nn(C(C)(C)C)cc1C([15CH3])=O	EN300-134137
[15CH3]C(=O)C1CC(=O)N(C2CCNC2)C1	EN300-134149
Cc1nnsc1C([15CH3])=O	EN300-13420
[15CH3]C(=O)CCCc1nnn[nH]1	EN300-134204
[15CH3]C(=O)CCC(=O)c1cccnc1	EN300-134219
[15CH3]C(=O)CCC(=O)c1ccncc1	EN300-134224
[15CH3]C(=O)C1CCC(N)=N1	EN300-134276
COc1ccc(C([15CH3])=O)cc1Br	EN300-13436
[15CH3]C(=O)Cc1cc(Cl)cc2c1OCC2	EN300-134365
Cc1cc(C([15CH3])=O)c(C)s1	EN300-13441
[15CH3]C(=O)c1cc2ccc(F)cc2s1	EN300-13450
[15CH3]C(=O)c1cccc2nccnc12	EN300-134506
[15CH3]C(=O)c1cnn(CCC(F)(F)F)c1	EN300-134512
[15CH3]C(=O)C1CCc2ccccc2O1	EN300-134546
CCC1NC(C([15CH3])=O)CCS1	EN300-134558
CC(C)(C)C(CN)CC([15CH3])=O	EN300-134560
[15CH3]C(=O)C1COCOC1	EN300-134573
[15CH3]C(=O)C1CCNCC1C(=O)O	EN300-134623
[15CH3]C(=O)C1CNCCC1C(=O)O	EN300-134623
Cc1cc(C([15CH3])=O)on1	EN300-13477
[15CH3]C(=O)CC1(N)CCCC1	EN300-134784
[15CH3]C(=O)c1nn(C(F)F)cc1Cl	EN300-134795
CCCC[C@H](N)C([15CH3])=O	EN300-134822
CNCCc1ccccc1C([15CH3])=O	EN300-134830
CCC(C)CCC([15CH3])=O	EN300-134849
[15CH3]C(=O)C(O)c1cccnc1	EN300-134855
[15CH3]C(=O)c1ocnc1Br	EN300-134874
[15CH3]C(=O)C1CCN(C(N)=O)CC1	EN300-13489
[15CH3]C(=O)c1ccc2c(c1)NC(=O)CO2	EN300-13491
[15CH3]C(=O)C1NCCCC1O	EN300-134916
[15CH3]C(=O)C(C1CC1)N1CCCC1	EN300-134922
[15CH3]C(=O)c1c(Cl)cc(Cl)cc1Cl	EN300-134958
CCC(NC(N)=O)C([15CH3])=O	EN300-13497
[15CH3]C(=O)c1cccc(-n2cccc2)c1	EN300-13498
[15CH3]C(=O)Cc1ccc2c(c1)COC2	EN300-134998
CC(CC(=O)OC(C)(C)C)C([15CH3])=O	EN300-135006
[15CH3]C(=O)C(N)CCc1ccccc1	EN300-135009
[15CH3]C(=O)CCc1cncc(O)c1	EN300-135010
CC1(C)CC(CC([15CH3])=O)CCO1	EN300-135011
[15CH3]C(=O)c1ccc2c(c1O)CCCC2	EN300-135056
[15CH3]C(=O)c1cccc2c1CCNC2	EN300-135059
COC(=O)CSCC([15CH3])=O	EN300-135060
Cc1oc2ccccc2c1CC([15CH3])=O	EN300-135063
Cc1ccc(C)c(CCCC([15CH3])=O)c1	EN300-135079
CC(C)(C)CCC(N)C([15CH3])=O	EN300-135083
[15CH3]C(=O)Cc1ccc(C(N)=O)cc1	EN300-135123
[15CH3]C(=O)[C@@H](N)CC1CCCCCC1	EN300-135144
[15CH3]C(=O)C(C#N)CC1CC1	EN300-135162
Cc1n[nH]c(C)c1SCC([15CH3])=O	EN300-13518
CC(CCC(C)(C)C)C([15CH3])=O	EN300-135199
[15CH3]C(=O)c1c(C(F)(F)F)ccnc1N	EN300-135200
CN(C)CC1(C([15CH3])=O)CCCCC1	EN300-135232
CC(NC(C)C(C)C)C([15CH3])=O	EN300-135235
[15CH3]C(=O)c1cnn2cc[nH]c12	EN300-135238
CN(C)CCc1ccccc1C([15CH3])=O	EN300-135301
CC(=O)c1ccsc1C([15CH3])=O	EN300-135303
CCCc1nc(C([15CH3])=O)co1	EN300-135315
[15CH3]C(=O)[C@H]1CC[C@@H](N)CC1	EN300-135332
[15CH3]C(=O)C(O)C1CCCNC1	EN300-135336
COc1c(Cl)ccnc1C([15CH3])=O	EN300-135352
Cc1csc(C(F)C([15CH3])=O)n1	EN300-135358
Cc1cc(Cl)c(Br)c(C([15CH3])=O)c1	EN300-135441
CCc1nnc(C)cc1C([15CH3])=O	EN300-135469
COC(=O)c1coc(C([15CH3])=O)c1	EN300-135470
CN(C)c1ccc(C([15CH3])=O)nc1	EN300-135471
COCCC(C)(C)C([15CH3])=O	EN300-135472
CCc1cc(C([15CH3])=O)c(C)nn1	EN300-135475
[15CH3]C(=O)c1cccnc1C(N)=O	EN300-135530
Cc1nc(C2CC2)oc1C([15CH3])=O	EN300-135533
[15CH3]C(=O)C1CCOc2ccc(Cl)cc21	EN300-135535
COCCc1nc(C([15CH3])=O)co1	EN300-135540
[15CH3]C(=O)c1cc2c(cn1)CCCC2	EN300-135607
COc1ncnc(Cl)c1C([15CH3])=O	EN300-135633
Cc1cc(C([15CH3])=O)c(C)nc1C	EN300-135651
[15CH3]C(=O)c1cnc2nccnc2c1	EN300-135662
[15CH3]C(=O)c1coc(C(N)=O)c1	EN300-135680
Cc1cc(O)cc(C)c1C([15CH3])=O	EN300-135686
CC1(C(N)C([15CH3])=O)CCCCC1	EN300-135717
Cc1cc(C)c(C)c(C([15CH3])=O)c1	EN300-135724
[15CH3]C(=O)Cc1csc(-c2cccs2)n1	EN300-13575
COc1cc2c(cc1C([15CH3])=O)OCO2	EN300-135765
CN1CCN(CC([15CH3])=O)CC1=O	EN300-135768
CCSc1cc(Cl)ccc1C([15CH3])=O	EN300-135769
[15CH3]C(=O)C1CCCN1c1nccs1	EN300-135779
[15CH3]C(=O)c1nccc(Cl)c1O	EN300-135849
[15CH3]C(=O)CSCc1ccccc1Cl	EN300-13585
[15CH3]C(=O)C12CCCC1C1CCC2C1	EN300-135863
Cc1cc(C([15CH3])=O)c(C)n1C(C)C	EN300-13588
[15CH3]C(=O)CC(N)c1ccccc1	EN300-13591
[15CH3]C(=O)C(O)(CO)C(F)(F)F	EN300-135953
CC(C)(OCC([15CH3])=O)C(F)(F)F	EN300-135957
Cc1cc(C)n(CC(N)C([15CH3])=O)n1	EN300-136049
[15CH3]C(=O)c1ccc(C#N)o1	EN300-136062
Cc1nn(CC(F)F)c(C)c1C([15CH3])=O	EN300-136072
CCc1ccc(C([15CH3])=O)c(C)n1	EN300-136124
[15CH3]C(=O)c1cncnc1N	EN300-136125
Cc1c(N)cnn1CC([15CH3])=O	EN300-136166
COc1cccc2c(C([15CH3])=O)n[nH]c12	EN300-136170
COc1ccc(C([15CH3])=O)nc1	EN300-136218
[15CH3]C(=O)C1C2CCC(O2)C1C(F)(F)F	EN300-136226
Cc1cnc(C([15CH3])=O)c(O)c1	EN300-136246
CC1(c2ccccc2)CC1C([15CH3])=O	EN300-136286
[15CH3]C(=O)C(F)(F)c1ccncc1	EN300-136318
Cc1cccc(Br)c1C([15CH3])=O	EN300-136378
Cc1ccsc1-c1ccc(C([15CH3])=O)s1	EN300-136394
Cc1cc(C)c(Br)c(C([15CH3])=O)c1	EN300-136448
CCC(C([15CH3])=O)C1CCC(C)CC1	EN300-136474
[15CH3]C(=O)CCNC(=O)C1CCCN1	EN300-136475
Cc1n[nH]c2nc(O)c(C([15CH3])=O)cc12	EN300-136478
[15CH3]C(=O)CCCN1CCC(N)CC1	EN300-136479
CCCC(CC)C([15CH3])=O	EN300-136487
[15CH3]C(=O)[C@H](N)CCC(N)=O	EN300-136492
Cc1nc(-c2cccs2)sc1C([15CH3])=O	EN300-13651
[15CH3]C(=O)[C@H]1C[C@@H]1c1ccccc1	EN300-136518
[15CH3]C(=O)CC(N)C1CCCC1	EN300-136530
[15CH3]C(=O)c1ocnc1C(F)(F)F	EN300-136533
[15CH3]C(=O)c1csc(-c2ccccc2)n1	EN300-13654
CC1C2CC3CC1CC(C([15CH3])=O)(C3)C2	EN300-136567
[15CH3]C(=O)[C@@H](O)CC(N)=O	EN300-136576
[15CH3]C(=O)C1CCCCC1(F)F	EN300-136578
[15CH3]C(=O)C1CCCCCC1(F)F	EN300-136579
[15CH3]C(=O)C1CCCC1(F)F	EN300-136580
Cc1csc(=O)n1CCCC([15CH3])=O	EN300-13660
CC(=O)Nc1cccnc1C([15CH3])=O	EN300-136629
[15CH3]C(=O)Cc1cnccn1	EN300-136643
CCn1nccc1CC([15CH3])=O	EN300-136644
CC(C)c1ccccc1C([15CH3])=O	EN300-136692
[15CH3]C(=O)CCN1CCC(N)CC1	EN300-136703
[15CH3]C(=O)c1cc(N2CCCC2)ccn1	EN300-13678
[15CH3]C(=O)CN1CCC(N)CC1	EN300-136800
[15CH3]C(=O)CNC1CCNCC1	EN300-136816
CS(=O)(=O)Cc1cccc(C([15CH3])=O)c1	EN300-13685
[15CH3]C(=O)c1cc(Br)cc2[nH]cnc12	EN300-136884
[15CH3]C(=O)C1CC12CCOC2	EN300-136889
CC(C)[C@H](NC(=O)C(F)(F)F)C([15CH3])=O	EN300-136934
[15CH3]C(=O)C1NCCC1c1ccccc1	EN300-136937
CCC1(C([15CH3])=O)CCCCC1	EN300-136946
[15CH3]C(=O)c1ccc(F)cc1Br	EN300-13701
[15CH3]C(=O)C1COc2ccc(Cl)cc21	EN300-137038
[15CH3]C(=O)c1c(F)cc(Cl)cc1F	EN300-137056
[15CH3]C(=O)c1cc(F)c(C(=O)O)c(F)c1	EN300-137081
[15CH3]C(=O)c1c(F)cc(C(=O)O)cc1F	EN300-137081
CCC(C([15CH3])=O)c1ccc(F)cc1	EN300-137149
Cc1nc(O)c(C([15CH3])=O)cc1Br	EN300-137189
Cc1cc(C)n(CC([15CH3])=O)c(=O)n1	EN300-137191
COC(C([15CH3])=O)c1ccc(O)cc1	EN300-137192
[15CH3]C(=O)C(N)c1ccc(F)cc1	EN300-137205
[15CH3]C(=O)c1cccc(F)c1C#N	EN300-137215
[15CH3]C(=O)C1(C2CC2)CCOCC1	EN300-137226
[15CH3]C(=O)c1cc(Cl)cc2c1OCC2	EN300-137228
CN(C)c1ncc(C([15CH3])=O)o1	EN300-137243
CNCC(C)(C)C([15CH3])=O	EN300-137249
Cc1nc2c(C([15CH3])=O)cccc2[nH]1	EN300-137321
[15CH3]C(=O)c1cc(Br)cc2nn[nH]c12	EN300-137323
[15CH3]C(=O)C(N)CN1CCOCC1	EN300-137381
[15CH3]C(=O)C1CS(=O)(=O)CCN1	EN300-137383
[15CH3]C(=O)C(N)c1ccsc1	EN300-137484
[15CH3]C(=O)c1cc(Br)co1	EN300-137612
[15CH3]C(=O)c1ccc(O)cc1Cl	EN300-137632
[15CH3]C(=O)c1sc2ccccc2c1N	EN300-137706
COCc1cncc(C([15CH3])=O)c1	EN300-137772
COc1cccc(Cl)c1CC([15CH3])=O	EN300-137777
CCc1ccc(C([15CH3])=O)s1	EN300-13778
[15CH3]C(=O)c1ccnc2ccncc12	EN300-137787
[15CH3]C(=O)C(N)c1ccc(O)cc1	EN300-137921
Cc1cc(C)cc(C(N)C([15CH3])=O)c1	EN300-137947
COc1ccc(C)cc1CC([15CH3])=O	EN300-13796
[15CH3]C(=O)C1CCC2(CCC2)CC1	EN300-137976
[15CH3]C(=O)C1CCC2(CC1)CC2	EN300-137980
CC(N)(C([15CH3])=O)c1ccc(Cl)c(Cl)c1	EN300-137995
[15CH3]C(=O)C(O)C(F)(F)F	EN300-138050
COc1ccc(C(N)C([15CH3])=O)cc1Cl	EN300-138057
Cc1cc(C)c(C(N)C([15CH3])=O)c(C)c1	EN300-138062
[15CH3]C(=O)C(N)c1ccc2c(c1)CCO2	EN300-138064
[15CH3]C(=O)c1coc(C2CCOCC2)n1	EN300-138156
[15CH3]C(=O)c1n[nH]cc1-c1ccccc1	EN300-138195
[15CH3]C(=O)c1[nH]ncc1-c1ccncc1	EN300-138197
CCN1CCN(CC([15CH3])=O)CC1	EN300-138203
CCn1c(C)cc(C([15CH3])=O)c1C	EN300-13823
[15CH3]C(=O)Cc1cccc(O)c1F	EN300-138287
CC(C)(O)C(F)(F)C([15CH3])=O	EN300-138310
CN(CC([15CH3])=O)C1CCNCC1	EN300-138588
CCc1nnsc1C([15CH3])=O	EN300-13869
[15CH3]C(=O)c1[nH]nc2c1CNCC2	EN300-138697
[15CH3]C(=O)C1NOC2CCCC21	EN300-1387008
[15CH3]C(=O)c1csc(C2CCCNC2)n1	EN300-1387016
[15CH3]C(=O)CCC(O)C(F)(F)F	EN300-1387021
CCOc1ccc(CC([15CH3])=O)nc1	EN300-1387078
[15CH3]C(=O)C(N)CCc1ccccc1	EN300-1387079
[15CH3]C(=O)C1CCS1(=O)=O	EN300-1387104
CS(=O)(=O)C1CCCC1C([15CH3])=O	EN300-1387145
CC1(C([15CH3])=O)CCOC12CC2(F)F	EN300-1387219
CNC1(C([15CH3])=O)CC1	EN300-1387252
[15CH3]C(=O)CCc1cnoc1	EN300-1387258
Cc1nc(C(F)F)c(C([15CH3])=O)o1	EN300-138737
Cc1nc(C)c(C([15CH3])=O)nc1C	EN300-138797
[15CH3]C(=O)C(N)C(F)(F)F	EN300-138873
[15CH3]C(=O)CS(=O)(=O)CC(=O)O	EN300-138880
[15CH3]C(=O)CS(=O)(=O)CC(=O)O	EN300-138880
Cc1cc(Cl)ccc1C1(C([15CH3])=O)CC1	EN300-138884
Cc1cc(F)ccc1C1(C([15CH3])=O)CC1	EN300-138885
CS(=O)c1ccccc1C([15CH3])=O	EN300-13889
[15CH3]C(=O)CSC1CCS(=O)(=O)C1	EN300-13890
CCC1CCCCC1OCC([15CH3])=O	EN300-138912
COc1cncnc1C([15CH3])=O	EN300-138989
[15CH3]C(=O)c1ccc(CNC(N)=O)cc1	EN300-13900
[15CH3]C(=O)CSc1ccc(F)cc1F	EN300-13902
CNS(=O)(=O)c1ccc(C([15CH3])=O)cc1	EN300-13903
COC(=O)N1CCC(C([15CH3])=O)CC1	EN300-139032
[15CH3]C(=O)c1cc(Cl)c(Cl)s1	EN300-139090
CC(C)(C([15CH3])=O)c1ccccn1	EN300-139101
Cn1nc(C([15CH3])=O)cc1OC(F)F	EN300-139131
CC1CCC(C2(C([15CH3])=O)CC2)CC1	EN300-139162
Cc1sc(Cl)c(C([15CH3])=O)c1C	EN300-139166
[15CH3]C(=O)CSc1cc(F)ccc1F	EN300-13917
[15CH3]C(=O)CCS(=O)(=O)N1CCOCC1	EN300-13924
CC1CCNC1C([15CH3])=O	EN300-139285
[15CH3]C(=O)C1NC(=O)c2ccccc21	EN300-139309
CC1(C)[C@@H](C([15CH3])=O)[C@H]1C(=O)O	EN300-139341
CC1(C)[C@@H](C(=O)O)[C@H]1C([15CH3])=O	EN300-139341
[15CH3]C(=O)[C@]12CNC[C@H]1CNC2	EN300-139344
Cc1ccc(Br)c(CC([15CH3])=O)n1	EN300-139409
[15CH3]C(=O)C1CCCN1C(=O)C(F)(F)F	EN300-139438
COC1(C([15CH3])=O)CCCCC1	EN300-139440
COc1ccc(CC([15CH3])=O)cc1F	EN300-13946
COc1ccc(C)cc1C([15CH3])=O	EN300-13954
COC1CCCC(C([15CH3])=O)C1	EN300-139561
[15CH3]C(=O)C(N)Cc1ccsc1	EN300-139599
[15CH3]C(=O)c1cc(F)c(O)c(Cl)c1	EN300-139602
Cc1nc(C)c(C([15CH3])=O)c(C)n1	EN300-139620
COc1cccc(CC([15CH3])=O)n1	EN300-139643
Cc1cnccc1C([15CH3])=O	EN300-139645
C[C@H](OCc1ccccc1)C([15CH3])=O	EN300-139754
CC(C)Cc1ccc(CC([15CH3])=O)cc1	EN300-13982
[15CH3]C(=O)c1ccc[nH]1	EN300-13984
CC(C)(C)CC(N)CC([15CH3])=O	EN300-139855
COC1(C([15CH3])=O)CCCC1	EN300-139898
Cc1cc(C([15CH3])=O)ncc1Br	EN300-139940
[15CH3]C(=O)c1ccc(-c2ncn[nH]2)cc1	EN300-139972
[15CH3]C(=O)c1cc(=O)c2ccccc2[nH]1	EN300-13998
[15CH3]C(=O)CCC(=O)c1ccccn1	EN300-140013
[15CH3]C(=O)CC1CCS(=O)(=O)C1	EN300-14006
CCOc1ccc(C)nc1C([15CH3])=O	EN300-140102
CC(C)COCC([15CH3])=O	EN300-140170
CN(CCC([15CH3])=O)C1CCCCC1	EN300-140191
CC1CCCC1CC([15CH3])=O	EN300-140200
COC(=O)c1ccc(C([15CH3])=O)c(F)c1	EN300-140207
CC(C)(C)c1cnc(CCC([15CH3])=O)o1	EN300-140216
CC(C)(C)C(CO)C([15CH3])=O	EN300-140245
[15CH3]C(=O)C1(CN)CC1	EN300-140248
[15CH3]C(=O)Cc1ccc2c(n1)OCCO2	EN300-140266
[15CH3]C(=O)c1coc(CC2CC2)n1	EN300-140298
CCCCN1CCOCC1C([15CH3])=O	EN300-140329
[15CH3]C(=O)CCC(=O)c1ccc(Cl)cn1	EN300-140384
CCc1cc(C([15CH3])=O)cn(C)c1=O	EN300-140447
[15CH3]C(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2N1	EN300-14049
[15CH3]C(=O)CCC1CNCCN1	EN300-140521
[15CH3]C(=O)c1coc(C2CCCC2)n1	EN300-140556
[15CH3]C(=O)CNCC1CC1	EN300-140576
[15CH3]C(=O)C1COCCN1CC1CCC1	EN300-140578
[15CH3]C(=O)C1COCCN1CC(F)F	EN300-140582
[15CH3]C(=O)c1ccc(C(F)(F)F)nc1N	EN300-140624
Cc1cc2occ(C([15CH3])=O)c2cc1C	EN300-140639
[15CH3]C(=O)CCc1cccc2c1OCO2	EN300-140643
[15CH3]C(=O)C1(CCO)CC1	EN300-140645
Cc1cc2c(cc1C)C(C([15CH3])=O)CO2	EN300-140646
CC(C)C(C)(O)C([15CH3])=O	EN300-140647
C[C@@H](CC([15CH3])=O)NC(=O)OC(C)(C)C	EN300-140698
CCSCc1cc(C([15CH3])=O)no1	EN300-140753
CCS(=O)(=O)N1CCC(C([15CH3])=O)CC1	EN300-14078
[15CH3]C(=O)c1ccc(O)c(N)n1	EN300-140784
CCc1cc[nH]c1C([15CH3])=O	EN300-140787
CNS(=O)(=O)c1ccc(C([15CH3])=O)cn1	EN300-140815
[15CH3]C(=O)c1nscc1O	EN300-140821
CCn1cc(CC(N)C([15CH3])=O)c(C)n1	EN300-140826
Cn1ncc(C([15CH3])=O)c1C#N	EN300-140837
CC(C)(C)OCc1cc(C([15CH3])=O)no1	EN300-140840
[15CH3]C(=O)C1CS(=O)CCN1	EN300-140843
[15CH3]C(=O)C(N)Cc1c(F)cccc1Cl	EN300-140886
[15CH3]C(=O)C(N)c1cccc(Br)c1	EN300-140961
CCCCn1cc(C([15CH3])=O)c(C)n1	EN300-140992
COc1ccc(C([15CH3])=O)c(OC)c1Cl	EN300-141024
COc1cc(Cl)c(C([15CH3])=O)cc1Cl	EN300-141025
[15CH3]C(=O)c1cc(C2CC2)[nH]c(=O)c1	EN300-141093
Cn1ncc(C([15CH3])=O)c1CN	EN300-141095
CC(C)(C)c1cccc(CC([15CH3])=O)c1	EN300-141116
[15CH3]C(=O)c1c[nH]c2c(Cl)ncnc12	EN300-141121
[15CH3]C(=O)c1ccc2[nH]nnc2c1O	EN300-141235
[15CH3]C(=O)C(O)Cc1ccccc1Cl	EN300-141374
[15CH3]C(=O)c1c(Cl)cc(F)cc1Cl	EN300-141432
CN(C)C1(CC([15CH3])=O)CCCC1	EN300-141447
CS(=O)c1cccc(C([15CH3])=O)c1	EN300-141451
[15CH3]C(=O)c1ccc(C(=O)O)c(O)c1	EN300-141537
[15CH3]C(=O)c1ccc(C(=O)O)cc1O	EN300-141537
Cn1nc(N)cc1C([15CH3])=O	EN300-141563
Cn1nc2ccccc2c1C([15CH3])=O	EN300-141608
[15CH3]C(=O)CCSc1ccc(F)c(F)c1	EN300-14161
Cc1c(C([15CH3])=O)csc1Br	EN300-141612
[15CH3]C(=O)c1ccnc(S(N)(=O)=O)c1	EN300-141628
CNCC(C)(C)C([15CH3])=O	EN300-141630
Cc1cnccc1CC([15CH3])=O	EN300-141634
COc1ccc([C@@H](N)CC([15CH3])=O)cc1	EN300-141635
CN(C)CC(C([15CH3])=O)c1ccccc1	EN300-141638
COC(C([15CH3])=O)C(C)C	EN300-141642
Cc1cc(C([15CH3])=O)ncc1Cl	EN300-141671
CC(C)C1CC1C([15CH3])=O	EN300-141698
CC(C)(O)CCC([15CH3])=O	EN300-141702
COc1cc(C)c(C([15CH3])=O)cc1Cl	EN300-141726
CC(C)(C([15CH3])=O)c1cccc(Cl)c1F	EN300-141763
[15CH3]C(=O)C1CC12CCS(=O)(=O)CC2	EN300-141809
[15CH3]C(=O)c1csc(-c2cccs2)n1	EN300-14184
[15CH3]C(=O)[C@H]1CC[C@@H](C(=O)O)CC1	EN300-141859
[15CH3]C(=O)[C@H]1CC[C@@H](C(=O)O)CC1	EN300-141859
[15CH3]C(=O)c1cnc2sccn12	EN300-141863
[15CH3]C(=O)c1coc(C2CCCCC2)n1	EN300-141906
CCc1nc(C([15CH3])=O)no1	EN300-141946
[15CH3]C(=O)c1cc(C#N)ccn1	EN300-141980
COc1ccc(C(N)C([15CH3])=O)cc1F	EN300-141981
Cc1cncc(F)c1C([15CH3])=O	EN300-142014
[15CH3]C(=O)c1c(F)cncc1Br	EN300-142015
[15CH3]C(=O)C12CCCCC1CCC2	EN300-142105
[15CH3]C(=O)c1ccc(Br)c(N)n1	EN300-142189
COc1cc(C([15CH3])=O)nn1C	EN300-142240
[15CH3]C(=O)C(O)Cc1c(F)cccc1Cl	EN300-142241
CCc1ccc(C([15CH3])=O)c(O)c1	EN300-142291
CCOC(=O)N1CCC(C([15CH3])=O)CC1	EN300-14235
[15CH3]C(=O)CSc1ccc(F)c(F)c1	EN300-14239
[15CH3]C(=O)c1ccc(C#N)c(O)c1	EN300-142421
[15CH3]C(=O)C1CN(CC(F)(F)F)C1	EN300-142439
[15CH3]C(=O)CCNC1CCNCC1	EN300-142452
Cc1nc(C([15CH3])=O)c(C(=O)O)[nH]1	EN300-142459
Cc1nc(C(=O)O)c(C([15CH3])=O)[nH]1	EN300-142459
COC(=O)c1cc(O)cc(C([15CH3])=O)c1	EN300-142477
CCCC(O)C(N)C([15CH3])=O	EN300-142516
[15CH3]C(=O)c1cc(O)cc(C#N)c1	EN300-142519
[15CH3]C(=O)c1cnc(N)c(CO)c1	EN300-1425544
[15CH3]C(=O)CC[C@@H]1CCCN1	EN300-1425551
CC(CC(C)(C)C)C([15CH3])=O	EN300-142567
[15CH3]C(=O)C1(CO)CCCO1	EN300-1425677
COC(=O)c1ccc(C([15CH3])=O)cc1O	EN300-142568
Cc1ccc(C)c(C([15CH3])=O)c1C	EN300-142578
[15CH3]C(=O)C1NCc2n[nH]cc21	EN300-1425862
Cc1ncc(COCC([15CH3])=O)s1	EN300-1425863
[15CH3]C(=O)c1cc2n(c1)CCC2	EN300-1425906
CC1CCCn2c(CC([15CH3])=O)cnc21	EN300-1425956
[15CH3]C(=O)[C@@H]1CC[C@@H]1C(F)(F)F	EN300-1425976
[15CH3]C(=O)c1cc(Br)c[nH]1	EN300-14260
[15CH3]C(=O)C1CC2(CNC2)C1	EN300-142601
[15CH3]C(=O)Cc1csc(-c2ccsc2)n1	EN300-14266
CN1CCCCC1C([15CH3])=O	EN300-142714
[15CH3]C(=O)c1nc2ccccc2c(=O)[nH]1	EN300-142817
CN(C)c1ccc(CCC([15CH3])=O)cc1	EN300-14282
CC(C)(C)OC[C@H](N)C([15CH3])=O	EN300-142845
CC1(C)OCC(CC([15CH3])=O)O1	EN300-1428644
Cc1cc(C([15CH3])=O)[nH]c1C	EN300-1428701
[15CH3]C(=O)c1cc(F)ccc1Br	EN300-14288
[15CH3]C(=O)[C@@H]1Cc2cncn2C(=O)N1	EN300-1428805
[15CH3]C(=O)c1cc(C2CC2)n[nH]c1=O	EN300-1428820
CC(N)(COc1ccccc1)C([15CH3])=O	EN300-1428851
Cc1nc(COCC([15CH3])=O)cs1	EN300-1428897
[15CH3]C(=O)c1cc2cc(Cl)ccc2o1	EN300-14295
COc1nn(C)cc1C([15CH3])=O	EN300-142957
COc1c(Cl)cc(C([15CH3])=O)cc1Cl	EN300-14303
[15CH3]C(=O)Cn1ccc(N)n1	EN300-143044
Cc1nsc(N)c1C([15CH3])=O	EN300-14305
[15CH3]C(=O)Cc1noc2ccccc12	EN300-14336
Cc1[nH]c2ccc(O)cc2c1C([15CH3])=O	EN300-143363
[15CH3]C(=O)c1cccc(-c2nn[nH]n2)c1	EN300-14342
Cc1nc2sccn2c1C([15CH3])=O	EN300-143427
CC(O)c1ccc(C([15CH3])=O)cc1	EN300-143456
[15CH3]C(=O)c1c(N)sc2ccccc12	EN300-143486
[15CH3]C(=O)c1cc(C#N)c(=O)[nH]c1N	EN300-14373
[15CH3]C(=O)c1ccc(N)o1	EN300-143741
