clipped_smiles	ID
[15CH3]C(=O)C1(n2ccnn2)CCC1	EN300-27707079
[15CH3]C(=O)c1cccc2nc(N)cn12	EN300-27707661
CC(C)C(CN(C)C)C([15CH3])=O	EN300-27707670
Cc1ccnc(C([15CH3])=O)c1N	EN300-27707700
[15CH3]C(=O)c1nccc2cc[nH]c12	EN300-27707806
Cc1cnn(CCCC([15CH3])=O)c1	EN300-27708129
COc1ccc(C([15CH3])=O)n2nccc12	EN300-27708180
[15CH3]C(=O)[C@@H]1Cc2ccc(Cl)cc2CN1	EN300-27708201
[15CH3]C(=O)C[C@@H]1CO[C@H](C(F)(F)F)C1	EN300-27708238
CC(C)C(C([15CH3])=O)c1ccn(C)n1	EN300-27708348
COC(=O)NCC[C@H](N)C([15CH3])=O	EN300-27708350
Cn1ccnc1[C@@H]1C[C@H]1C([15CH3])=O	EN300-27708376
CC(C)(F)CC[C@H](N)C([15CH3])=O	EN300-27712661
CC(Cc1ccccn1)C([15CH3])=O	EN300-27712761
Cc1c(C([15CH3])=O)c(C)n(C)c1Br	EN300-27712805
[15CH3]C(=O)c1sc2ccccc2c1CN	EN300-27713215
CNC1(C([15CH3])=O)CCCCC1	EN300-27713216
CCc1cnc(C([15CH3])=O)o1	EN300-27713325
COc1ccc(C([15CH3])=O)c2[nH]ncc12	EN300-27713408
COc1cccc(C2(C([15CH3])=O)CC2)n1	EN300-27716199
[15CH3]C(=O)C12CCCC(N)(CC1)C2	EN300-27717336
[15CH3]C(=O)Cc1cncc(C(F)(F)F)n1	EN300-27717375
[15CH3]C(=O)C1CCCC(C(F)(F)F)O1	EN300-27717399
CN(C)CC1(C([15CH3])=O)CCCC1	EN300-27717428
[15CH3]C(=O)C12CC(CF)(CO1)C2	EN300-27717604
CN1CCc2cc(C([15CH3])=O)ccc2C1	EN300-27717764
[15CH3]C(=O)[C@@H]1CC[C@H]2CNC[C@@H]2O1	EN300-27717949
[15CH3]C(=O)[C@@H]1CCC[C@H](C(F)(F)F)O1	EN300-27717961
[15CH3]C(=O)c1cc2cnccn2c1	EN300-27717986
CC1(C)OC(=O)N[C@H]1C([15CH3])=O	EN300-27718121
CC(C)c1ncc(C([15CH3])=O)n1C	EN300-27718997
CNc1ccc(Br)c(C([15CH3])=O)n1	EN300-27719051
[15CH3]C(=O)C12COC(C(F)(F)F)(C1)C2	EN300-27719202
[15CH3]C(=O)CC12COC(C(F)(F)F)(C1)C2	EN300-27719212
[15CH3]C(=O)c1cncc2cn[nH]c12	EN300-27719261
CC(C)(CCC1CCNC1)C([15CH3])=O	EN300-27719269
[15CH3]C(=O)C1(N)CC2CC1C2	EN300-27719276
[15CH3]C(=O)[C@@H](N)C[C@@H]1CCCO1	EN300-27719518
[15CH3]C(=O)[C@H](N)C[C@@H]1CCCO1	EN300-27719519
Cn1nc(C2CC2)nc1C([15CH3])=O	EN300-27719532
CP(C)(=O)c1cnc(C([15CH3])=O)nc1	EN300-27719670
[15CH3]C(=O)c1nnc(C2CCC2)o1	EN300-27721021
CC1(C)OC[C@H]2[C@@H](CO1)[C@@H]2C([15CH3])=O	EN300-27721054
[15CH3]C(=O)C1OCCc2c(F)cccc21	EN300-27721135
[15CH3]C(=O)CNC1CCC1	EN300-27721205
[15CH3]C(=O)c1nnsc1C(F)F	EN300-27721255
C[C@@H]1CO[C@@H](C([15CH3])=O)CO1	EN300-27721687
C[C@@H]1CO[C@@H](CC([15CH3])=O)CO1	EN300-27721697
[15CH3]C(=O)c1nc(Br)sc1CN	EN300-27722121
[15CH3]C(=O)C1COCC2(CCC2)O1	EN300-27722167
CC1(C([15CH3])=O)CNCC1(F)F	EN300-27722254
[15CH3]C(=O)CC1(c2ccon2)CSC1	EN300-27722318
[15CH3]C(=O)C1CCN(c2ncccn2)C1	EN300-27722324
[15CH3]C(=O)C1(C(F)(F)F)OC2CCC1C2	EN300-27722449
[15CH3]C(=O)c1ccc2cn[nH]c2c1	EN300-27734635
CC1(C)CCC(N)(CC([15CH3])=O)CC1	EN300-27734648
[15CH3]C(=O)C1(CC#N)COC1	EN300-27734764
CC1(c2cc(C([15CH3])=O)ccc2F)CC1	EN300-27734793
[15CH3]C(=O)Cc1ccc2ccncc2c1	EN300-27734947
[15CH3]C(=O)C1CCC2CCCC2O1	EN300-27734979
CNC1(C([15CH3])=O)CCOC1	EN300-27735002
Cc1ccc(C([15CH3])=O)c(O)c1Br	EN300-27735058
[15CH3]C(=O)[C@H](N)C[C@H]1CCCO1	EN300-27735119
Cc1cccc(CC(N)C([15CH3])=O)n1	EN300-27735124
[15CH3]C(=O)c1cc2c(O)cc(Cl)cc2[nH]1	EN300-27735182
[15CH3]C(=O)[C@@H]1Cc2cc(F)ccc2CN1	EN300-27735386
[15CH3]C(=O)C[C@@H]1CC[C@H]1C(F)(F)F	EN300-27735415
COC(=O)C[C@@H](C([15CH3])=O)N(C)C	EN300-27735433
[15CH3]C(=O)C1(CNC2CCCCC2)CC1	EN300-27735524
[15CH3]C(=O)c1nc(C(F)(F)F)co1	EN300-27735733
CP(C)(=O)CC(N)C([15CH3])=O	EN300-27735801
CP(C)(=O)C1CNCC(C([15CH3])=O)C1	EN300-27735949
COCC12CC(C([15CH3])=O)(C1)C2	EN300-27736005
[15CH3]C(=O)CNC(=O)c1ncccc1O	EN300-27736243
CN1CCN(C(C)(C)C([15CH3])=O)CC1	EN300-27736249
[15CH3]C(=O)Cc1cnc2n1CCOC2	EN300-27736483
[15CH3]C(=O)C[C@H]1C[C@H]1CN	EN300-27736499
[15CH3]C(=O)[C@H]1CCCN1C(=O)CCN	EN300-27736501
[15CH3]C(=O)C1OCCC1C1CCNCC1	EN300-27736504
CC(N)C(=O)N1CC(O)CC1C([15CH3])=O	EN300-27736593
[15CH3]C(=O)C1CC2(CCO2)C1	EN300-27736597
CP(C)(=O)c1csc(C([15CH3])=O)c1	EN300-27736634
[15CH3]C(=O)Cn1cnccc1=O	EN300-27736730
CC(N)COc1cc(C([15CH3])=O)ccn1	EN300-27736743
CP(C)(=O)CN1CCCC(C([15CH3])=O)C1	EN300-27736792
[15CH3]C(=O)[C@]1(C(F)(F)F)C[C@@H]2C[C@@H]2C1	EN300-27737042
[15CH3]C(=O)c1ccc2cccnc2c1F	EN300-27737218
[15CH3]C(=O)c1cn2c(n1)CCC(CN)C2	EN300-27737246
CCC(O)C([15CH3])=O	EN300-27738
Cc1nccc(Cl)c1C([15CH3])=O	EN300-27738551
COC(=O)[C@]1(C)C[C@H](C([15CH3])=O)C1	EN300-27738593
CS[C@H]1C[C@@H](C([15CH3])=O)C1	EN300-27738595
CC(C)(C([15CH3])=O)C1CCCCN1	EN300-27738715
Cc1ccc2cnc(C([15CH3])=O)cc2c1	EN300-27738786
COC(=O)[C@@H]1COC[C@H]1C([15CH3])=O	EN300-27739261
[15CH3]C(=O)C1CCCN1Cc1ccsc1	EN300-27739266
CC12CC(C1)C(C([15CH3])=O)CO2	EN300-27739294
[15CH3]C(=O)[C@@H]1CC[C@H]1F	EN300-27739322
[15CH3]C(=O)[C@@H]1CC[C@@H]1F	EN300-27739323
CC(C)(C)C(C([15CH3])=O)c1ccncc1	EN300-27739346
[15CH3]C(=O)CP1(=O)CCCC1	EN300-27745347
Cn1cc2cc(CC([15CH3])=O)ccc2n1	EN300-27745596
CN1CC(C([15CH3])=O)OCCC1=O	EN300-27745685
[15CH3]C(=O)c1ccncc1C1CC1	EN300-27745741
[15CH3]C(=O)C1CCC2CNCCC21	EN300-27745987
Cc1nn(C(F)(F)F)cc1C([15CH3])=O	EN300-27746097
[15CH3]C(=O)c1nc(Br)n2ccsc12	EN300-27746438
[15CH3]C(=O)[C@@H]1C[C@H]2CC[C@@H]1CC2(F)F	EN300-27746495
CSC1(C([15CH3])=O)CNC1	EN300-27746642
[15CH3]C(=O)CSC1CC(=O)N1	EN300-27746706
Cc1csc2ccc(CC([15CH3])=O)cc12	EN300-27746800
CC(CCC1CCNC1)C([15CH3])=O	EN300-27746845
[15CH3]C(=O)C1COC2(CCC2)CO1	EN300-27747438
CS(=N)(=O)Cc1ccc(C([15CH3])=O)cc1	EN300-27747559
[15CH3]C(=O)c1csc2cnccc12	EN300-27747634
C[C@H](CCN)CC([15CH3])=O	EN300-27747677
C[C@@H]1CCC[C@H](C([15CH3])=O)O1	EN300-27747967
COC1(C(F)F)CC(C([15CH3])=O)C1	EN300-27748161
[15CH3]C(=O)[C@@]12CCOC[C@@H]1CS(=O)(=O)C2	EN300-27748193
CC1CN(C(C)C([15CH3])=O)C1	EN300-27748212
[15CH3]C(=O)C1(c2ncccn2)CC1	EN300-27748303
CCc1nnc(C([15CH3])=O)o1	EN300-27748547
[15CH3]C(=O)[C@H]1C[C@H](CF)C1	EN300-27748617
[15CH3]C(=O)[C@@H]1CC[C@@H]2CNCC[C@@H]21	EN300-27748627
[15CH3]C(=O)C1CSC2CCC(N)C(=O)N21	EN300-27748712
CC[C@@H]1[C@@H](CC([15CH3])=O)C1(F)F	EN300-27748844
CC1(C([15CH3])=O)CC2CC2CO1	EN300-27748927
Cc1cc(P(C)(C)=O)oc1C([15CH3])=O	EN300-27748930
[15CH3]C(=O)[C@@H](N)Cc1ccc(F)cc1F	EN300-27750269
[15CH3]C(=O)C1CCC2(CNC2)CO1	EN300-27750329
CC(C)c1nnc(C([15CH3])=O)o1	EN300-27750360
CO[C@]1(C(F)F)C[C@H](C([15CH3])=O)C1	EN300-27750640
[15CH3]C(=O)C1(NC2CCCCC2)CCC1	EN300-27750709
[15CH3]C(=O)C1COC2(CN)CC1C2	EN300-27750750
[15CH3]C(=O)C1CCCN1c1ccncn1	EN300-27750774
[15CH3]C(=O)c1csc(C2CCCN2)n1	EN300-27751051
[15CH3]C(=O)c1ccccc1OC1COC1	EN300-27751107
CC1(C)CNC(C([15CH3])=O)COC1	EN300-27751260
[15CH3]C(=O)C1CCC(n2ccnn2)CC1	EN300-27751262
CC1CC2CC(C([15CH3])=O)(C2)O1	EN300-27751761
CN(C)[C@H](COC(C)(C)C)C([15CH3])=O	EN300-27752375
[15CH3]C(=O)c1cc(=O)n2ccccc2n1	EN300-27752422
CN1C[C@H](C([15CH3])=O)NC1=O	EN300-27752500
[15CH3]C(=O)CC1CC2(CCC2)CCO1	EN300-27752552
CC(C)(C)[C@@H]1CC[C@H]1C([15CH3])=O	EN300-27752912
[15CH3]C(=O)CC1COC2(CCC2)CO1	EN300-27752963
CC(C)n1cc(OCC([15CH3])=O)cn1	EN300-27752995
[15CH3]C(=O)C1(C(F)(F)F)CCC(O)C1	EN300-27753019
CO[C@@H]1CC[C@@](C([15CH3])=O)(C(F)(F)F)C1	EN300-27753020
Cn1nc(C([15CH3])=O)nc1C1CC1	EN300-27753995
C[C@H](CC([15CH3])=O)N(C)C	EN300-27754140
C[C@@H]1CCC[C@H](CC([15CH3])=O)O1	EN300-27754210
[15CH3]C(=O)C1CC2(F)CC1C2	EN300-27754345
[15CH3]C(=O)c1c(Cl)cc(Cl)cc1C(F)F	EN300-27754882
[15CH3]C(=O)c1cn2c(n1)CCC(CN)C2	EN300-27754974
[15CH3]C(=O)Cc1cc2ccccc2[nH]1	EN300-27755208
[15CH3]C(=O)C12CCCN1CC(O)C2	EN300-27755241
[15CH3]C(=O)[C@@H](N)CNc1ccccc1	EN300-27755247
[15CH3]C(=O)c1ccc2scc(CN)c2c1	EN300-27777043
[15CH3]C(=O)[C@H]1CO[C@H](CN)CO1	EN300-27777085
Cc1cn2cc(C([15CH3])=O)nc2c(C)n1	EN300-27777121
[15CH3]C(=O)C(N)C[C@@H]1CCCO1	EN300-27777411
[15CH3]C(=O)[C@@H]1C[C@@H]2C[C@H]1CO2	EN300-27777603
Cc1cc(C2CC2)cnc1C([15CH3])=O	EN300-27777622
[15CH3]C(=O)C1(N)CC2CC3CC(C2)C1C3	EN300-27777693
COc1conc1C([15CH3])=O	EN300-27778690
[15CH3]C(=O)CC[C@H]1CC[C@@H](O)CC1	EN300-27778793
CCC(C([15CH3])=O)C1CCCN(C)C1	EN300-27778899
CC1(C)COC(C)(C([15CH3])=O)CO1	EN300-27778935
Cc1csc2c(CC([15CH3])=O)cccc12	EN300-27778953
CC1(C([15CH3])=O)CCNCC1(F)F	EN300-27778964
CC(C)C(CC([15CH3])=O)c1ccon1	EN300-27778979
[15CH3]C(=O)c1cc2ncccc2cn1	EN300-27779085
[15CH3]C(=O)C12CC(C(F)F)(CN1)C2	EN300-27779148
COCc1cccc(C([15CH3])=O)c1C	EN300-27779227
[15CH3]C(=O)CC1COC(C(F)(F)F)CN1	EN300-27779242
CC(C)(C)c1nsc(C([15CH3])=O)n1	EN300-27779324
[15CH3]C(=O)c1ccnc2ccc(F)cc12	EN300-27779498
COc1ccnc(C([15CH3])=O)c1N	EN300-27780118
Cn1cnc2cncc(C([15CH3])=O)c21	EN300-27780119
[15CH3]C(=O)[C@@H]1C[C@H]1c1cn[nH]c1	EN300-27780126
[15CH3]C(=O)CCc1cccnn1	EN300-27780132
CS(=O)(=O)C1(C([15CH3])=O)CNC1	EN300-27780134
[15CH3]C(=O)C(F)(F)OCC(F)(F)F	EN300-27780148
[15CH3]C(=O)CN1CC2CCC1CN2	EN300-27780236
[15CH3]C(=O)c1ccc(OCF)cc1	EN300-27780268
CN(C)CC[C@H](O)C([15CH3])=O	EN300-27780364
COC12CC(C1)C(C([15CH3])=O)C2	EN300-27780479
COC12CCCC(C([15CH3])=O)(CC1)C2	EN300-27780576
[15CH3]C(=O)[C@H]1Cc2c(Cl)cccc2CN1	EN300-27780738
[15CH3]C(=O)C(N)CCC1CCCC1	EN300-27780739
[15CH3]C(=O)c1cnc2c(c1)CNC(=O)N2	EN300-27780835
CN(C)C(=O)CC[C@H](N)C([15CH3])=O	EN300-27780907
[15CH3]C(=O)C1COC2(CO)CC1C2	EN300-27780958
Cn1cnnc1C(C)(C)C([15CH3])=O	EN300-27780987
[15CH3]C(=O)[C@@H](N)C[C@H]1CCCO1	EN300-27781002
[15CH3]C(=O)c1ncc(N)cc1Cl	EN300-27782139
[15CH3]C(=O)[C@@H]1CCCC[C@@H]1c1nnc[nH]1	EN300-2778771
[15CH3]C(=O)C(N)C(O)C(F)(F)F	EN300-27805
COC(=O)c1ccc(C([15CH3])=O)s1	EN300-27814
[15CH3]C(=O)C(N)C12CC(C(F)(F)F)(C1)C2	EN300-27872
[15CH3]C(=O)c1ccc2[nH]cc(Cl)c2c1	EN300-2795735
[15CH3]C(=O)c1cc(F)c2[nH]c(=O)[nH]c2c1	EN300-2803568
CC(C)[C@@H](NS(N)(=O)=O)C([15CH3])=O	EN300-2803713
COc1cc(C([15CH3])=O)cc2c1OCO2	EN300-2807300
[15CH3]C(=O)c1ccc(OC2CC2)cc1F	EN300-2815091
[15CH3]C(=O)C1(Oc2ccc(F)cc2)CC1	EN300-2815097
[15CH3]C(=O)c1cnc2c(c1)NC(=O)CN2	EN300-28220556
COCC12CNC(C([15CH3])=O)(C1)C2	EN300-28220618
[15CH3]C(=O)C1(n2ccc(C#N)n2)CC1	EN300-28220765
[15CH3]C(=O)c1ccc2c(N)nccc2c1	EN300-28220768
[15CH3]C(=O)[C@@H]1CN2CC[C@@H]1C2	EN300-28221119
[15CH3]C(=O)C(N)CNc1ccccc1	EN300-28221145
[15CH3]C(=O)C(F)c1cncs1	EN300-28221199
CC(C)(C)O[C@@H]1CN[C@H]1C([15CH3])=O	EN300-28221542
Cc1cc(=O)n(C)cc1C([15CH3])=O	EN300-28221596
[15CH3]C(=O)C1(c2cc(C#N)no2)CC1	EN300-28223325
[15CH3]C(=O)c1cc2c(cn1)NC(=O)CO2	EN300-28226312
Cc1c(Cl)cc(Cl)c(C)c1C([15CH3])=O	EN300-28226395
[15CH3]C(=O)C1CCCC(N)C1O	EN300-28226474
Cc1nsc2cc(C([15CH3])=O)cnc12	EN300-28226826
Cn1cc(C([15CH3])=O)c(F)n1	EN300-28227034
[15CH3]C(=O)c1c(Cl)ccc(CO)c1Cl	EN300-28227050
[15CH3]C(=O)c1c(Cl)ccc(C(F)F)c1Cl	EN300-28227051
[15CH3]C(=O)c1c(Cl)cc(CO)cc1Cl	EN300-28227052
CC1(CC(N)C([15CH3])=O)CC1	EN300-28227236
[15CH3]C(=O)C12CC(C1)Oc1ccccc12	EN300-28227250
[15CH3]C(=O)CCCC1CCC(N)C1	EN300-28227321
CC1(CC([15CH3])=O)CNC(=O)C1	EN300-28227877
[15CH3]C(=O)Cc1cnc[nH]c1=O	EN300-28228032
COc1ccc(C([15CH3])=O)c(OC)c1C	EN300-2822804
[15CH3]C(=O)C(N)C(F)(F)c1ccsc1Cl	EN300-28228084
[15CH3]C(=O)CC(N)Cc1ccsc1Cl	EN300-28228132
[15CH3]C(=O)C1COC(C(F)(F)F)CN1	EN300-28228146
CC(C)(C[C@H](N)C([15CH3])=O)C(F)F	EN300-28228150
COc1cc(C)nc(C([15CH3])=O)c1	EN300-28228323
CCC12CNC(C([15CH3])=O)(C1)C2	EN300-28228357
[15CH3]C(=O)CC1CCCC2(CNC2)O1	EN300-28228385
[15CH3]C(=O)C12CC(C1)C(N)CO2	EN300-28228387
CN1CCn2cc(C([15CH3])=O)nc2C1=O	EN300-28230272
[15CH3]C(=O)[C@@H]1CCCN1C1COC1	EN300-28230465
COC(=O)C1COC2(C([15CH3])=O)CC1C2	EN300-28230473
Cn1ncc(C([15CH3])=O)c1-n1cccc1	EN300-28232
[15CH3]C(=O)C1(c2cccc(Cl)c2)CCC1	EN300-28233
[15CH3]C(=O)CCc1cnccn1	EN300-28233766
[15CH3]C(=O)c1csc(C2CCOCC2)n1	EN300-28234104
COc1cccc(C([15CH3])=O)c1CN	EN300-28234199
[15CH3]C(=O)[C@@H](N)CC1CCCCN1	EN300-28234209
C[C@H](N)COc1cccc(C([15CH3])=O)n1	EN300-28234285
C[C@@H](N)COc1cccc(C([15CH3])=O)n1	EN300-28234329
[15CH3]C(=O)C[C@@H]1CO[C@@H](C(F)(F)F)CN1	EN300-28234395
[15CH3]C(=O)C1CCc2cn[nH]c2N1	EN300-28234436
[15CH3]C(=O)[C@H]1C[C@H](Oc2ccccc2)C1	EN300-28243466
CC(C)(Cn1cccn1)C([15CH3])=O	EN300-28243472
CC(C)c1nc(CC([15CH3])=O)nn1C	EN300-28243491
Cc1nc(CC([15CH3])=O)nn1C	EN300-28243492
CN(C)C1(C([15CH3])=O)CCCOC1	EN300-28243493
Cn1nc(Br)nc1C([15CH3])=O	EN300-28243497
[15CH3]C(=O)C1CC2(CCCCC2)CCN1	EN300-28243688
COc1cc(C)c(CC([15CH3])=O)c(F)c1	EN300-28243738
COc1cc(Cl)c(CC([15CH3])=O)cc1F	EN300-28243739
[15CH3]C(=O)C1(n2ccnc2C#N)CC1	EN300-28243744
[15CH3]C(=O)C1(c2cncc(F)c2)CC1	EN300-28243824
[15CH3]C(=O)C1CCC2(CC1)CC(CN)C2	EN300-28243837
[15CH3]C(=O)c1cnc2ccc(Cl)nn12	EN300-28243844
[15CH3]C(=O)[C@H]1C[C@@H]2CCC[C@@]1(N)C2	EN300-28243861
[15CH3]C(=O)Cc1ccnc(O)c1	EN300-28243865
Cc1nc(-c2cc(C([15CH3])=O)co2)cs1	EN300-28244055
CC(C)(C)[C@@H]1CNC[C@H]1C([15CH3])=O	EN300-28244249
[15CH3]C(=O)[C@@H]1C[C@H](O)[C@H](N)C1	EN300-28244282
Cc1ccc2nc(C([15CH3])=O)c(N)n2c1	EN300-28244341
[15CH3]C(=O)C(N)C1COC1	EN300-28244397
CN(C)C(=O)C[C@H](N)C([15CH3])=O	EN300-28244501
[15CH3]C(=O)c1ccc2nc(CN)cn2c1	EN300-28244622
CC1(OCC([15CH3])=O)COC1	EN300-28246605
COC12CCCCC(C([15CH3])=O)(C1)C2	EN300-28246648
[15CH3]C(=O)COCC1(F)CC1	EN300-28246734
CC(=O)N1CCC(NCC([15CH3])=O)C1	EN300-28246858
CC(C)c1nc(CC([15CH3])=O)n(C)n1	EN300-28246899
[15CH3]C(=O)Cc1cccc2[nH]c(N)nc12	EN300-28247271
CC(C)Cc1ccnc(C([15CH3])=O)c1F	EN300-28247275
CP(C)(=O)[C@@H]1CCN[C@H](C([15CH3])=O)C1	EN300-28247314
Cc1ccc(C(C)(F)F)cc1C([15CH3])=O	EN300-28247584
CC1(C)Cc2[nH]nc(C([15CH3])=O)c2C1	EN300-28247779
Cc1nc(CC([15CH3])=O)n(C)n1	EN300-28247903
[15CH3]C(=O)C1(c2ccncc2)COC1	EN300-28249718
CC1(C)CCC(C([15CH3])=O)CN1	EN300-28249739
CO[C@H](C)[C@@H](C([15CH3])=O)N(C)C	EN300-28249763
[15CH3]C(=O)[C@@H]1CCCN1S(=O)(=O)F	EN300-28249858
Cc1cc(C([15CH3])=O)cnc1OC(F)F	EN300-28249947
CN(C)[C@@H](COC(C)(C)C)C([15CH3])=O	EN300-28250019
COC(=O)[C@@H]1CC[C@@H]1CC([15CH3])=O	EN300-28250508
[15CH3]C(=O)c1cccc2nc(CN)cn12	EN300-28252845
COCc1ccnc(C([15CH3])=O)c1	EN300-28253061
[15CH3]C(=O)Cc1cncnc1Cl	EN300-28253141
[15CH3]C(=O)C1(O)COC1	EN300-28253148
[15CH3]C(=O)C1CC2CC(F)(C2)C1	EN300-28253471
CCc1c(C([15CH3])=O)nnn1C	EN300-28253541
[15CH3]C(=O)c1ccc2c(n1)COCC2	EN300-28253969
CN(C)C(=O)C[C@@H](N)C([15CH3])=O	EN300-28254115
CN1CCC(C([15CH3])=O)(C(F)F)CC1	EN300-28254402
CC1COCC(CC([15CH3])=O)O1	EN300-28256502
[15CH3]C(=O)C1CCC(C#N)C1	EN300-28256611
[15CH3]C(=O)c1snnc1C(F)F	EN300-28256756
[15CH3]C(=O)c1ccn2cc(CN)nc2c1	EN300-28256771
CC(=O)N1CCC(NCC([15CH3])=O)C1	EN300-28256844
[15CH3]C(=O)c1nc(Br)c2n1CCCC2	EN300-28256862
CC1COCC(C([15CH3])=O)O1	EN300-28257029
[15CH3]C(=O)c1cc2c(s1)CNC2	EN300-28257310
[15CH3]C(=O)CC(c1ccon1)C1CC1	EN300-28257332
COCC12CC(C([15CH3])=O)(CN1)C2	EN300-28257628
[15CH3]C(=O)C12COC(CN1)C2	EN300-28257634
COC(=O)c1ccc(C([15CH3])=O)cn1	EN300-28258
CC1(C)O[C@@H]2[C@@H](CN[C@H]2C([15CH3])=O)O1	EN300-28258360
[15CH3]C(=O)c1n[nH]c2c1NCCC2	EN300-28258378
[15CH3]C(=O)Cc1csc2cccc(F)c12	EN300-28258464
[15CH3]C(=O)C1(c2ccccn2)COC1	EN300-28258484
CCOC12CCC(C([15CH3])=O)(CC1)C2	EN300-28258485
CC(C([15CH3])=O)c1ccncn1	EN300-28262754
COC(=O)[C@@]1(F)C[C@@H]1C([15CH3])=O	EN300-28263372
[15CH3]C(=O)C1CC1(CO)CO	EN300-28263412
[15CH3]C(=O)[C@@H]1CC[C@H]2CCN[C@H]2C1	EN300-28263492
[15CH3]C(=O)CCC1CCCCNC1	EN300-28263761
[15CH3]C(=O)c1ncc2n1CCCC2	EN300-28263800
[15CH3]C(=O)C(F)(F)c1ccc(C#N)cc1	EN300-28263828
[15CH3]C(=O)C(F)(F)c1cccc(C#N)c1	EN300-28263829
[15CH3]C(=O)CSc1cn[nH]c1	EN300-28264154
[15CH3]C(=O)[C@H](N)Cc1cc(Cl)ccc1Cl	EN300-28265695
[15CH3]C(=O)[C@@H]1C[C@H](N)[C@H](O)C1	EN300-28265997
CO[C@H]1CC[C@](N)(C([15CH3])=O)CC1	EN300-28266038
CN(C)[C@H](C([15CH3])=O)c1ccc(F)cc1	EN300-28266081
Cc1cn2cc(C([15CH3])=O)ncc2n1	EN300-28266281
CN(C)CC1(CC([15CH3])=O)CCOCC1	EN300-28266354
[15CH3]C(=O)C1CCCn2c1n[nH]c2=O	EN300-28266360
[15CH3]C(=O)[C@@H]1OC[C@@H]2CCC[C@H]1C2	EN300-28266379
CC1SCCCC1C([15CH3])=O	EN300-28266433
CN1CCc2c(cccc2C([15CH3])=O)C1	EN300-28266465
CN1CCC(C([15CH3])=O)(C(F)(F)F)C1	EN300-28267844
[15CH3]C(=O)C1CS(=O)(=O)CC12CNC2	EN300-28267849
Cc1c(C([15CH3])=O)nn(C)c1C1CC1	EN300-28268211
[15CH3]C(=O)[C@@H](N)Cc1csc(Cl)n1	EN300-28268253
[15CH3]C(=O)[C@H]1C[C@H](N)CCN1	EN300-28270654
CCC(NC(C)=O)C(O)C([15CH3])=O	EN300-28271217
CC(=O)N1C[C@H]2C[C@@H](C([15CH3])=O)C[C@H]2C1	EN300-28272062
Cc1c(C([15CH3])=O)cnn1C(C)C(C)C	EN300-2827282
[15CH3]C(=O)C1(c2ccc(F)cc2)CCC1	EN300-28289
[15CH3]C(=O)C1(c2cccc(F)c2)CCC1	EN300-28290
Cc1cccc(C2(C([15CH3])=O)CCC2)c1	EN300-28291
[15CH3]C(=O)CC(F)(F)CC(=O)O	EN300-28292
[15CH3]C(=O)CC(F)(F)CC(=O)O	EN300-28292
Cc1nc(C(F)F)oc1C([15CH3])=O	EN300-28305138
CN(C)[C@@H]1CCN[C@H](C([15CH3])=O)C1	EN300-28305158
[15CH3]C(=O)CC1(n2ccnc2)COC1	EN300-28305211
[15CH3]C(=O)CC1(n2cccn2)COC1	EN300-28305212
[15CH3]C(=O)c1ccc(C2CC2)nc1	EN300-28305226
COC(C)(C)c1ncc(C([15CH3])=O)cn1	EN300-2830720
[15CH3]C(=O)CCCC1CCCCC1N	EN300-28309028
CC1(CCC([15CH3])=O)COC1	EN300-28309202
[15CH3]C(=O)C1(c2cn[nH]c2)CC1	EN300-28309204
[15CH3]C(=O)CC1CC2(CCNC2)C1	EN300-28309217
[15CH3]C(=O)c1nc(Br)n2c1COCC2	EN300-28310654
[15CH3]C(=O)Cc1ccc(CN)nc1	EN300-28310731
[15CH3]C(=O)[C@H]1C[C@@H]2CC[C@H](C1)C2F	EN300-28310888
[15CH3]C(=O)c1c(Cl)ccc(CN)c1Cl	EN300-28311055
CC(C)(C)c1nnc(C([15CH3])=O)o1	EN300-28311085
[15CH3]C(=O)[C@H]1C[C@](O)(c2ccncc2)C1	EN300-28311642
[15CH3]C(=O)C1CCc2nnc(Br)n2C1	EN300-28311646
[15CH3]C(=O)[C@@H]1C[C@H]2C[C@@H](N)[C@H]2C1	EN300-28311937
[15CH3]C(=O)c1cn2ccc(CO)cc2n1	EN300-28312019
[15CH3]C(=O)[C@@H]1Cc2c(Cl)cccc2CN1	EN300-28312037
CC(C)(O)c1cc(C([15CH3])=O)ccn1	EN300-28312685
[15CH3]C(=O)[C@H]1C[C@](O)(c2ccccn2)C1	EN300-28312697
[15CH3]C(=O)C1(N)CCC2(CC1)OCCO2	EN300-28312736
CCCc1cnnc(C([15CH3])=O)c1	EN300-28312961
Cc1cc2ncnc(C([15CH3])=O)c2[nH]1	EN300-28313040
CC(=O)c1ccc(C)cc1C([15CH3])=O	EN300-28313073
[15CH3]C(=O)c1cc(CC#N)ccc1F	EN300-28313090
[15CH3]C(=O)c1cn(C(F)(F)F)cn1	EN300-28313106
[15CH3]C(=O)c1ccc2c(c1F)CCC2	EN300-28313120
[15CH3]C(=O)c1cc(F)c2c(c1)CCC2	EN300-28313121
[15CH3]C(=O)c1cc(F)cc2c1CCC2	EN300-28313122
[15CH3]C(=O)c1cnc2[nH]cc(C#N)c2c1	EN300-28313206
[15CH3]C(=O)c1ccc2c(C#N)c[nH]c2n1	EN300-28313209
COc1cc(C2CC2)ccc1C([15CH3])=O	EN300-28313366
[15CH3]C(=O)c1ccc(Cl)c2c1CCC2	EN300-28313476
